,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine,toilets:wheelchair,subway,tram,bus,railway,public_transport,PublicTraffic,What
4706,48.1255134,11.5499525,Asia,limited,,Restaurant,Mo-Sa 10:00-21:00,,,,Asian,,,,,,,,Restaurant
2626,48.1514571,11.5765694,Asia Imbiss,yes,,Fast Food,"Mo-Fr 10:00-20:00, Sa 10:00-18:00",,,,Asian,,,,,,,,Fast Food
12421,48.1392441,11.5621668,Asia Viet,limited,,Restaurant,Mo-Su 11:00-22:00,,,,Asian,,,,,,,,Restaurant
13025,48.1169068,11.5291424,Asia in Sendling,yes,,Restaurant,"Mo-Fr,Su 11:00-21:00",,,,Asian,,,,,,,,Restaurant
6750,48.1519667,11.5788338,Asia wok,yes,,Fast Food,,,,,Asian,,,,,,,,Fast Food
11624,48.1005492,11.6442628,Asiahung,yes,,Fast Food,,,,,Asian,,,,,,,,Fast Food
8139,48.1811219,11.5529867,Asian Kitchen,limited,,Fast Food,"Mo-Sa 11:00-21:00, PH, Su off",,,,Asian,,,,,,,,Fast Food
9828,48.1496439,11.5725812,Asian Street Food,limited,,Fast Food,"Mo-Sa 12:00-15:00,17:00-22:30, Su 12:00-22:00",,,https://www.bepbu.info/,Asian,,,,,,,,Fast Food
9921,48.1388811,11.5557548,Asiatoday,limited,,Fast Food,"Mo-Fr 11:00-14:30,17:00-22:00, Sa 17:00-22:30, Su 12:30-22:30",,,,"Sushi,Asian",,,,,,,,Fast Food
1152,48.1439026,11.5370366,Asphaltsee,yes,,,,Artwork,,https://www.koch-studio.com/arbeiten/asphaltsee/,,,,,,,,,Artwork
2194,48.1369012,11.5636997,Atelier,limited,"Kino 1 stufenlos, Kino 2 eine Stufe",Cinema,"Mo-Fr 16:30-24:00, Sa 00:00-01:00,14:30-01:00, Su 14:30-24:00",,,https://www.city-kinos.de/,,no,,,,,,,Cinema
6307,48.1272972,11.5926383,Atelier Gourmet,limited,Nur die Freischrankfläche ist ohne Stufen erreichbar.,Restaurant,Mo-Sa 18:00-01:00,,,,French,,,,,,,,Restaurant
1468,48.1491779,11.5486302,Athene,limited,,Restaurant,"Mo-Sa 11:30-15:00, 17:30-00:00",,,https://www.athene-muenchen.de,Greek,,,,,,,,Restaurant
11015,48.1362858,11.5566162,Atlas,yes,,,,Hotel,,,,,,,,,,,Hotel
11031,48.1373341,11.5561751,Atlas Residence,limited,,,,Hotel,,,,no,,,,,,,Hotel
13078,48.0998068,11.6322604,Atos Orthopädie Dr. Schettle,yes,,Clinic,,,,,,,,,,,,,Clinic
13395,48.0997673,11.6325239,Atos Starmed Physiotherapie,yes,,Hospital,,,,,,,,,,,,,Hospital
829,48.1461933,11.6406721,Atrium Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:30-13:00",,,,,,,,,,,,Pharmacy
1492,48.1236815,11.54516,Atriumhaus,limited,,Hospital,,,,https://kbo-iak.de/standorte/kbo-klinik-fuer-psychiatrie-und-psychotherapie-haar-atriumhaus,,,,,,,,,Hospital
9597,48.1173935,11.5841239,Attentat Griechischer Salat,limited,,Pub,Mo-Su 17:30-01:00,,,,,,,,,,,,Pub
2203,48.1494996,11.5781731,Atzinger,yes,,Restaurant,"Mo-We 17:00-23:00, Th-Sa 12:00-01:00, Su 12:00-22:00",,,,Bavarian,no,,,,,,,Restaurant
4108,48.1599118,11.4152758,Aubinger Herzl,limited,,Cafe,Mo-Su 09:00-18:00,,,,,no,,,,,,,Cafe
1990,48.1589832,11.4145882,Aubinger's Zwicklwirt,limited,,Restaurant,"Mo-Fr 11:00-22:00, Sa 17:00-22:00, Su 10:00-21:00",,,,"Croatian,Bavarian",,,,,,,,Restaurant
7553,48.1256974,11.5705868,Auen-Backshop,limited,Am Eingang eine kleine Stufe (10cm). Im Innenraum sehr wenige Lauf- bzw Wendefläche.,Cafe,"Mo-Fr 06:30-17:00, Sa 07:00-13:00, Su 08:00-11:00, PH off",,,,Cake,,,,,,,,Cafe
5435,48.1258995,11.5836379,Auer-Dult,yes,,,,Attraction,,,,,,,,,,,Attraction
405,48.1238125,11.5960401,Auerfeld,limited,,Pub,,,,,,,,,,,,,Pub
5464,48.1575271,11.5850472,Augenarztpraxis,limited,"Kleine Schwellen, Lift, kein Rolli-WC, Räume z.T. etwas eng",Doctors,"Mo 10:00-12:00,16:00-18:00, Tu 10:00-12:00,15:00-17:00, Th 15:00-17:00",,,,,,,,,,,,Doctors
13689,48.1166597,11.5816443,Augenärztin A.M. Karakas,yes,,Doctors,"Mo,Tu,Fr 09:00-13:00, Mo 14:30-18:00, Th 14:00-18:00",,,https://www.augen-arzt-muenchen.de/,,,,,,,,,Doctors
11644,48.0874314,11.4852603,Augenärztliche Gemeinschaftpraxis,yes,,Doctors,"Mo-Th 08:00-18:00, Fr 08:00-13:00, Su,PH off",,,https://www.augenarzt-muenchen.eu/,,,,,,,,,Doctors
8043,48.1442706,11.5599493,Augusten Hotel,yes,,,,Hotel,,https://www.augustenhotel.de/,,Fully Wheelchair Accessible,,,,,,,Hotel
283,48.1530994,11.5659773,Augustenstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
11728,48.201551,11.5640384,Augustin-Rösch-Straße,yes,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
112,48.1392055,11.5456469,Augustiner Bräustuben,limited,,Restaurant,Mo-Su 10:00-24:00,,,,Bavarian,no,,,,,,,Restaurant
2031,48.1359951,11.5375122,Augustiner Bürgerheim,limited,,Restaurant,Mo-Su 10:00-01:00,,,,Bavarian,no,,,,,,,Restaurant
8809,48.1384542,11.5722656,Augustiner Klosterwirt,yes,,Restaurant,Mo-Su 09:30-24:00,,,https://augustiner-klosterwirt.de/,Regional,Fully Wheelchair Accessible,,,,,,,Restaurant
13306,48.138091,11.5741147,Augustiner Stehausschank,limited,Kein Rollstuhl-WC vorhanden. Kein Lift vorhanden.,Pub,"Mo-Sa 10:00-01:00, Su,PH 10:00-23:00",,,https://www.bratwurst-gloeckl.de/,,no,,,,,,,Pub
961,48.167831,11.5272482,Augustiner am Dante,limited,,Restaurant,Mo-Su 09:00-01:00,,,,Bavarian,,,,,,,,Restaurant
962,48.1382031,11.5740213,Augustiner am Dom,limited,WC mit dem Rollstuhl nicht zugänglich. Lift zu den Toiletten und Gasträumen im Obergeschoss vorhanden.,Restaurant,Mo-Su 10:00-24:00,,,https://www.augustineramdom.de,Regional,,,,,,,,Restaurant
767,48.1169152,11.6567215,Augustinus-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-13:00,14:00-18:30, Sa 08:00-12:00",,,,,,,,,,,,Pharmacy
10025,48.0955288,11.5243995,Aumüller Brotfabrik,yes,,Cafe,"Mo-Fr 06:30-19:00, Sa 06:30-18:00, PH,Su 07:30-18:00",,,https://www.max-aumueller.de/,,Fully Wheelchair Accessible,,,,,,,Cafe
2004,48.1428063,11.4642102,Aurora,limited,,Restaurant,Mo-Su 11:00-23:00,,,https://www.ristoranteaurora.de/,Italian,,,,,,,,Restaurant
10604,48.1379753,11.5781484,Ausstellung Münchner Kaiserburg,yes,,,Mo-Sa 10:00-18:00,Museum,,https://www.museen-in-bayern.de/der-infopoint/muenchnerkaiserburg.html,,Fully Wheelchair Accessible,,,,,,,Museum
5021,48.1827884,11.5996874,Ausstellungshalle DomagkAteliers,limited,,,"""Künstlersonntag jeden 3. Sonntag im Monat von 15-18 Uhr""",Museum,,,,,,,,,,,Museum
204,48.0922102,11.5627022,Authariplatz,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
2756,48.0899768,11.5629934,Autharistraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
8925,48.1366646,11.502681,Authentic Döner Kebab,yes,,Restaurant,,,,,Turkish,,,,,,,,Restaurant
3488,48.2134623,11.5397546,Avanti,yes,,Fast Food,,,,,Pizza,,,,,,,,Fast Food
3540,48.1111743,11.5337697,Avanti Pizza,yes,über feste Rampen zu erreichen,Fast Food,Mo-Su 11:00-22:45,,,,Pizza,no,,,,,,,Fast Food
4434,48.1400133,11.53105,Avesta,limited,,Fast Food,,,,,Kebab,,,,,,,,Fast Food
6770,48.1524828,11.5315049,Ayinger am Rotkreuzplatz,limited,,Restaurant,Tu-Su 11:30-23:00,,,https://ayinger-am-rotkreuzplatz.de,Bavarian,,,,,,,,Restaurant
3305,48.1262168,11.5849705,Ayinger in der Au,limited,Biergarten ist Rollstuhlgerecht,Restaurant,"Mo,Tu off, We,Th 17:00-23:00, Sa,Su,PH 10:30-23:00",,,https://www.ayinger-in-der-au.de/,Bavarian,Fully Wheelchair Accessible,,,,,,,Restaurant
3819,48.1283211,11.538597,Ayurveda,yes,Eine Stufe aber mit Rampe am Eingang,Restaurant,"Mo-Fr,Su 11:30-14:30, Mo-Su 17:30-23:00",,,,Indian,,,,,,,,Restaurant
2037,48.137119,11.6488082,Azimut Hotel München City Ost,yes,,,,Hotel,,https://azimuthotels.de/de/munich/azimut-hotel-munich,,,,,,,,,Hotel
2362,48.0888099,11.6681833,Azko's Restaurant,limited,,Restaurant,"Tu-Fr 17:00-00:00, Sa-Su 09:00-00:00",,,,Mediterranean,,,,,,,,Restaurant
8092,48.1391623,11.5785425,Azuki,yes,,Restaurant,,,,,Asian,Fully Wheelchair Accessible,,,,,,,Restaurant
10696,48.1332132,11.5246831,B&B Hotel München City-West,yes,,,,Hotel,,,,,,,,,,,Hotel
657,48.1871379,11.6063923,B&B-Hotel München Nord,yes,,,,Hotel,,,,,,,,,,,Hotel
7478,48.118172,11.5376507,BA-Geschäftsstelle Süd,yes,,Townhall,,,,https://stadt.muenchen.de/infos/bezirksausschuss6 sendling.html,,,,,,,,,Townhall
10112,48.1363496,11.578707,BAR ELF,limited,,Cafe,"Mo-Sa 08:00-20:00, Su off",,,,,,,,,,,,Cafe
6601,48.1150894,11.5876185,BIAZZA eat & greek restaurant bar,yes,,Restaurant,,,,https://www.biazza-giesing.de,"Greek,Italian",,,,,,,,Restaurant
1474,48.1558613,11.5843896,BLOCK HOUSE,yes,"Innenbereich gut erreichbar ( keine Schwelle/Stufe) und befahrbar, Außenbereich Tische kaum im Rolli anfahrbar - Personal hilft.- Kein Rolli-WC",Restaurant,"Mo-Sa 11:30-24:00, Su 11:30-23:00",,,https://www.block-house.de/,Steak House,no,,,,,,,Restaurant
3755,48.1895929,11.5699249,BMW ITZ Parkhaus,yes,,Parking,,,,,,,,,,,,,Parking
9098,48.1906099,11.5672825,BMW Mini Kantine,limited,,Restaurant,"Mo-Fr 08:00-10:00,11:30-13:30",,,,,,,,,,,,Restaurant
13406,48.1781796,11.5558018,BMW Welt,yes,,Fast Food,,,,,,,,,,,,,Fast Food
6005,48.0992206,11.6538288,BO12,yes,,Bar,,,,,,,,,,,,,Bar
8596,48.1499534,11.4578016,BOB's im alten Pumpenwerk,yes,"westlich und östlich Rampen, Eingangstüren ohne Schwelle, Toilette im Erdgeschoss",Restaurant,"Mo-We 11:30-23:00, Th-Sa 11:30-24:00, Su 11:30-23:00",,,https://mein-bobs.de/standorte/pasing-pumpenwerk/,,Fully Wheelchair Accessible,,,,,,,Restaurant
7740,48.1426994,11.5536137,BR-Café,yes,,Restaurant,Mo-Fr 08:30-17:00,,,,"Snack,Bread",Fully Wheelchair Accessible,,,,,,,Restaurant
10330,48.0821934,11.5032029,BRK Kleiderkammer,yes,,Social Facility,Sa 10:30-13:30,,,https://www.brk-muenchen.de/spenden/sachspenden/kleiderkammern/,,,,,,,,,Social Facility
9336,48.1632844,11.5844438,BURGER HOUSE,limited,,Restaurant,"Su 13:00-21:00, Mo-We 17:00-22:30, Mo-Fr 11:30-15:30, Tu 17:30-22:30, Fr 17:00-23:00, Sa 12:00-23:00",,,https://theburgerhouse.com,Burger,,,,,,,,Restaurant
4993,48.1299296,11.5784897,Baaderstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
1476,48.1579472,11.5851421,Bachmaier Hofbräu,limited,"Alle Eingänge mit Schwellen ( mind. 10cm ) oder hohen Stufen, kein Rolli-WC-Hinweis: Tische im Straßenbereich (große Markise) sind zugänglich",Restaurant,"Su 10:00-01:00, Mo-Tu 11:00-01:00, Fr 11:00-03:00, Sa 10:00-03:00",,,,Bavarian,,,,,,,,Restaurant
8989,48.1385536,11.4453001,Backhaus & Café,limited,,Cafe,"Mo-Fr 06:00-18:00, Sa 06:00-15:00, Su,PH 08:00-12:00",,,,,,,,,,,,Cafe
4298,48.1294826,11.5682066,Backshop Café Steger,limited,,Cafe,,,,,,,,,,,,,Cafe
9736,48.1332516,11.5340835,Backshop Weiß-Blau,yes,,Cafe,"Mo-Fr 06:00-19:00, Sa 06:00-16:00",,,,,,,,,,,,Cafe
2550,48.1518965,11.5740183,Bagels und Muffins,yes,,Cafe,We-Mo 11:00-22:00,,,,,,,,,,,,Cafe
1775,48.1544863,11.6288562,Bagnera,limited,,Restaurant,,,,,Italian,,,,,,,,Restaurant
228,48.1487302,11.4602226,Bahnhofapotheke,yes,,Pharmacy,"Mo-Fr 08:00-20:00, Sa 08:30-20:00",,,,,,,,,,,,Pharmacy
11828,48.1224146,11.5547917,Bahnwärter Thiel,limited,,Arts Centre,,,,https://www.bahnwaerterthiel.de/,,Fully Wheelchair Accessible,,,,,,,Arts Centre
8726,48.0922852,11.5300282,Baierbrunner Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
156,48.1232166,11.6662873,Bajuwarenstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
11123,48.1172806,11.6023361,BalanDeli,yes,,Restaurant,Mo-Fr 08:00-16:00,,,https://www.balan-deli.com/,International,,,,,,,,Restaurant
2757,48.1081223,11.6040905,Balanstraße,limited,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
2342,48.1237353,11.5668785,Balde-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:30-13:00",,,https://www.balde-apotheke.de,,,,,,,,,Pharmacy
8708,48.122873,11.5669036,Baldeplatz,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
1979,48.1121385,11.5759352,Balkanwald,limited,"Schwelle (7cm) am Eingang, Toiletten im Keller (ohne Aufzug)",Fast Food,"Mo 12:00-21:30, We-Su 12:00-21:30",,,https://www.wienerwald-muenchen-tegernseer-landstr.de/,"Chicken,Burger",no,,,,,,,Fast Food
3847,48.1484416,11.5745844,Ballabeni Icecream,limited,,Ice Cream,"Mo off, Tu-Su 11:30-21:00",,,https://www.ballabeni.de/stammhaus.php,,,,,,,,,Ice Cream
10738,48.1456348,11.5583328,Ballabeni Icecream Werkstatt,yes,,Ice Cream,"Mo-Fr 11:30-21:00, Sa,Su,PH 12:00-21:00",,,,,,,,,,,,Ice Cream
1420,48.1487947,11.5593636,Bambushain,limited,,Restaurant,"Mo-Fr 11:00-22:00, Sa-Su 12:00-22:00",,,,Vietnamese,,,,,,,,Restaurant
9673,48.1297016,11.5678421,Bami House,yes,,Restaurant,,,,https://bamihouse.simplywebshop.de/storedata/listStore,Vietnamese,,,,,,,,Restaurant
11720,48.1499693,11.5773663,Bami House 1976,limited,kleine Stufe am Eingang,Restaurant,Mo-Su 11:00-21:00,,,,Vietnamese,,,,,,,,Restaurant
2231,48.1389944,11.5663858,Bank für Sozialwirtschaft,yes,,Atm,,,,,,,,,,,,,Atm
5305,48.1306166,11.5904112,Bankautomat,yes,,Atm,,,,,,,,,,,,,Atm
5586,48.1425623,11.6045323,Bankhaus August Lenz & Co.,limited,,Bank,,,,,,,,,,,,,Bank
12263,48.1498182,11.5758194,Baoz! Bar,yes,,Fast Food,,,,,Asian,,,,,,,,Fast Food
12199,48.15904,11.5856474,Bapas - Bayrische Tapas,yes,,Restaurant,"Mo-Th 09:00-24:00, Fr-Sa 09:00-24:00, Su 09:00-24:00",,,https://bapas-muenchen.de/,"Bavarian,Tapas",Fully Wheelchair Accessible,,,,,,,Restaurant
2682,48.1363297,11.5742114,Bar Alpina im Schuster,yes,,Cafe,"Mo-Fr 08:00-22:00, Sa 09:00-22:00, Su,PH off",,,http://www.alpinabar.de,,,,,,,,,Cafe
3158,48.141079,11.5763307,Bar Comercial,limited,,Restaurant,"Mo 09:00-24:00, Tu-Sa 00:00-01:00,09:00-24:00, Su 00:00-01:00,12:00-24:00",,,https://barcomercial.de/,Italian,,,,,,,,Restaurant
5505,48.1543008,11.5825566,Bar Giornale,limited,"Innen- und Außenbereich ( Terrasse ) barrierefrei, lediglich kein Rolli-WC.- Tische innen im Rest. eng gestellt.- Google Street hier nicht mehr aktuell",Bar,"Mo-Th 08:00-01:00, Fr,Sa 08:00-02:00, Su 09:00-24:00",,,https://www.bar-giornale.com/,"Coffee Shop,Italian",,,,,,,,Bar
4490,48.1276113,11.5973833,Bar Italia,limited,,Restaurant,,,,,Pizza,,,,,,,,Restaurant
4670,48.1270662,11.6018037,Bar Lounge 360,limited,,Pub,"Su-Th 10:00-03:00, Sa-Su 10:00-05:00",,,,,,,,,,,,Pub
11418,48.1354443,11.5819285,Bar Milano-Torino,yes,,Restaurant,,,,,,,,,,,,,Restaurant
12328,48.1469626,11.5786934,Bar Mural,yes,,Bar,"Tu-Sa 18:00-01:00, Mo,Su,PH off",,,,,,,,,,,,Bar
2221,48.1394903,11.5726579,Bar Tabacco,limited,,Cafe,Mo-Sa 17:00-03:00,,,,,,,,,,,,Cafe
5646,48.1520502,11.5794503,Bar Tapas,limited,Treppe. Straßenbereich erreichbar,Restaurant,"Mo-Su 17:00+, Su-Th 17:00-23:00 ""Küche"", Fr-Sa 17:00-24:00 ""Küche""",,,https://www.bar-tapas.com/,Spanish,,,,,,,,Restaurant
505,48.1265126,11.5954148,Bar Tapas Teatro,yes,,Pub,Mo-Sa 17:00-01:00,,,https://www.teatro-bar-tapas.de/,Tapas,,,,,,,,Pub
2017,48.1576911,11.5626086,Barbara Apotheke,limited,,Pharmacy,"Mo-Fr 08:45-18:30, Sa 08:45-14:00",,,,,,,,,,,,Pharmacy
9976,48.1487624,11.5737186,Barbara Gross Galerie,yes,,,"Tu-Fr 11:00-18:30, Sa 11:00-16:00",Gallery,,http://www.barbaragross.de,,,,,,,,,Gallery
9467,48.1614503,11.5572047,Barbarastraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
12302,48.1394309,11.6187319,Barbarossa-Apotheke,yes,,Pharmacy,,,,,,,,,,,,,Pharmacy
2158,48.1526611,11.5741512,Barer 61,yes,"ebenerdiger Eingang, Stufen zum WC, kein Rollstuhl-WC",Cafe,"Mo-Fr 07:00-19:00, Sa-Su 08:00-19:00",,,https://barer61.de/home/barer61/,,,,,,,,,Cafe
2208,48.1522707,11.5742215,Barer Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 09:00-14:00",,,,,,,,,,,,Pharmacy
11882,48.1485493,11.5619682,Baresta,limited,,Cafe,"Mo-Fr 08:30-19:00, Sa 09:30-16:00",,,,Coffee Shop,,,,,,,,Cafe
8503,48.1775562,11.5758157,Barlachstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
6418,48.0768323,11.5259827,Barocco,yes,,Bar,Tu-Sa 18:00-01:00,,,http://barocco-munich.de/,,,,,,,,,Bar
941,48.1402844,11.5304794,Barthstraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
2439,48.1607861,11.5829938,Bartu Bio-Eis & Bio-Pizza,yes,hohe Stufe.- Hinweis: Aussenbereich erreichbar,Restaurant,"Mo-Tu 11:00-20:00, We-Su 11:00-21:00, PH off, Apr-Sep Mo 11:00-18:00, Tu-Su 11:00-22:00",,,,"Pizza,Ice Cream",,,,,,,,Restaurant
2563,48.1632953,11.5645366,Basic,limited,,Restaurant,,,,,,,,,,,,,Restaurant
96,48.0912349,11.4912395,Basler Straße,yes,,,,,,,,,Subway Station,,,,stop position,Subway Station,Subway Station
10307,48.0976819,11.5814913,Bauernmarkt Harlaching,yes,,Marketplace,We 14:00-18:00,,,,,,,,,,,,Marketplace
2197,48.2096458,11.5678863,Baum-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-20:00, Sa 08:00-16:00, PH off",,,https://www.baum-apotheke.de/,,,,,,,,,Pharmacy
7098,48.1639133,11.5020503,"Baumfarne,Karnivoren",yes,,,,Attraction,,,,,,,,,,,Attraction
7057,48.1266102,11.5356907,Baumgartnerstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7724,48.1309735,11.6319703,Baumkirchner Platz,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4250,48.1284978,11.6298299,Baumkirchner Straße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
10872,48.1749374,11.4727814,Bauseweinallee,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
66,48.1306873,11.5459393,Bavaria,yes,wheelchair acces from the side ramp,,"Apr 01-Oct 15: Mo-Su,PH 09:00-18:00, 09:00-20:00 ""während Oktoberfest""",Viewpoint,,https://www.schloesser.bayern.de/deutsch/schloss/objekte/mu ruhm.htm,,,,,,,,,Viewpoint
8275,48.1644913,11.4767022,Bavaria Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-14:00",,,https://www.bavariaapo-muenchen.de/,,,,,,,,,Pharmacy
9726,48.1391853,11.5626656,Bayer's,yes,,,,Hotel,,,,no,,,,,,,Hotel
1195,48.1433855,11.5911498,Bayerisches Nationalmuseum,limited,,,"Tu-Su 10:00-17:00, Th 10:00-20:00",Museum,,https://www.bayerisches-nationalmuseum.de/,,,,,,,,,Museum
13353,48.135904,11.5787721,Bayern Döner,yes,,Fast Food,,,,,Kebab,,,,,,,,Fast Food
6466,48.1701959,11.6045975,BayernLB Sportarena,yes,,Restaurant,,,,https://www.bayernlb-sportarena.de/speisen/,,Fully Wheelchair Accessible,,,,,,,Restaurant
6552,48.1642125,11.5741924,Beef Crew,limited,,Fast Food,"Su-Fr 11:00-23:00, Sa 17:00-23:00",,,https://www.beef-crew.de/,,,,,,,,,Fast Food
7456,48.1788731,11.5644568,Begegnungsladen Siloah,yes,Eingang ebenerdig - absolut barrierefrei - auch WC,Social Facility,,,,https://www.siloah-muenchen.de/de/willkommen-bei-siloah/,,,,,,,,,Social Facility
4782,48.1782551,11.5855478,Behinderten-Parkplatz Commerzbank,yes,,Parking,,,,,,,,,,,,,Parking
5809,48.14512,11.545481,Behindertenparkplätze für Kunden des Finanzamtes,yes,,Parking,,,,,,,,,,,,,Parking
2527,48.1184703,11.5403048,Behring-Apotheke,limited,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 09:00-14:00",,,https://www.behring-apo.com,,,,,,,,,Pharmacy
10227,48.2079003,11.5516866,Bei Claus,limited,,Pub,,,,,,no,,,,,,,Pub
740,48.1670967,11.5705401,Bei Ling,limited,Toilette im Keller :-(,Restaurant,"Tu-Su 11:30-15:00,17:30-23:00",,,,Chinese,,,,,,,,Restaurant
276,48.1494452,11.5618404,Bei Otto,limited,,Pub,Mo-Fr 18:00-02:00,,,,,,,,,,,,Pub
10097,48.1367419,11.553375,Bei Taki,limited,,Fast Food,"Mo-Fr 08:00-22:00, Sa 10:00-22:00",,,,Kebab,no,,,,,,,Fast Food
7640,48.1185099,11.5454079,Beirut Beirut,limited,,Fast Food,Mo-Sa 11:30-20:00,,,https://www.beirutbeirut.de/,Lebanese,no,,,,,,,Fast Food
12222,48.1191352,11.5485526,Bel Gelato,yes,,Ice Cream,"Oct-Mar Sa-Th 11:00-18:00, Apr-Sep Mo-Su 10:00-22:00",,,,,,,,,,,,Ice Cream
5129,48.1297772,11.6033076,Belfort 7,limited,,Pub,,,,,,,,,,,,,Pub
184,48.1813887,11.511636,Bella Italia,yes,,Restaurant,Mo-Su 11:30-23:30,,,,Italian,Fully Wheelchair Accessible,,,,,,,Restaurant
3029,48.090864,11.5572301,Bella Roma,limited,Kein Rollstuhl-WC vorhanden.,Restaurant,Mo-Su 11:30-23:30,,,http://www.ristorante-bella-roma.de/,Italian,,,,,,,,Restaurant
2080,48.1301257,11.6195816,Bella Rosa,limited,,Restaurant,"Mo-Fr 11:00-15:00,17:00-23:00, Sa 15:00-23:00, Su 11:00-23:00",,,https://bella-rosa-muenchen.de/,Italian,,,,,,,,Restaurant
6595,48.1067027,11.5457579,Bella Vista,yes,,Cafe,"Mo-Fr 07:00-24:00, Sa,Su,PH 08:00-24:00",,,,Italian,,,,,,,,Cafe
11858,48.1607245,11.5637581,Bellevue München,yes,,Cafe,Mo-Su 07:30-01:00,,,https://bellevue-muenchen.de/,Regional,Fully Wheelchair Accessible,,,,,,,Cafe
11571,48.1331254,11.5742856,Bellevue di Monaco,limited,,Cafe,"Tu 11:00-17:00,We 11:00-18:00,Th-Sa 11:00-22:00",,,https://bellevuedimonaco.de/cafe/,International,,,,,,,,Cafe
3708,48.1387959,11.5639236,Bellisimo,limited,,Cafe,,,,,,,,,,,,,Cafe
3381,48.1979804,11.5350947,Bello Pizza & Döner,yes,,Fast Food,Mo-Sa 10:00-22:00,,,,Kebab,,,,,,,,Fast Food
2290,48.1835052,11.5370939,Belmondo,yes,,Restaurant,Mo-Sa 11:30-23:00,,,https://www.ristorante-belmondo.de/,Italian,,,,,,,,Restaurant
5609,48.1718198,11.5855848,Bena Cafe,yes,,Cafe,,,,,,,,,,,,,Cafe
8241,48.1380875,11.5860114,Benjamin Thompson,yes,,,,Artwork,,,,,,,,,,,Artwork
7822,48.1530212,11.5260818,Benno Apotheke,limited,,Pharmacy,"Mo-Th 08:30-18:30, Sa 08:30-12:30",,,,,,,,,,,,Pharmacy
7349,48.173573,11.5652194,Bento Nguyen,yes,,Fast Food,"Mo-Fr 11:00-14:30,17:00-22:00, Sa closed, Su 12:00-22:00",,,https://www.bentonguyen.de/,"Asian,Sushi,Vietnamese",,,,,,,,Fast Food
4145,48.1444865,11.5600773,Bento Ya,limited,,Restaurant,"Mo-Fr 11:00-22:00, PH,Sa,Su 17:00-22:00",,,http://www.bentoya-muenchen.de/,Japanese,,,,,,,,Restaurant
4683,48.1168936,11.5811365,Bep Ho,limited,,Fast Food,11:30-20:00,,,,Vietnamese,,,,,,,,Fast Food
4454,48.1372987,11.5990541,Bephata,yes,,Place of Worship,,,,,,,,,,,,,Place of Worship
7463,48.0999788,11.5279575,Bereitschaftspraxis München Süd,yes,,Doctors,"PH,Sa,Su 09:00-21:00, We,Fr 16:00-21:00",,,https://bereitschaftspraxis-muenchen.de/,,,,,,,,,Doctors
9829,48.1384072,11.5830355,Berenberg,yes,,Bank,,,no,,,,,,,,,,Bank
848,48.1415699,11.5850702,Berg Johann Brotzeiten,limited,,Fast Food,Mo-Fr 07:30-17:00,,,,,,,,,,,,Fast Food
9918,48.1331784,11.6330538,Berg am Laim Bahnhof Süd,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
1389,48.1301976,11.5734158,Bergwolf,limited,,Fast Food,"Mo-Fr 12:00-15:00, Mo-Th 18:00-02:00, Sa 12:00-04:00, Su,PH 17:00-22:00",,,,German,,,,,,,,Fast Food
385,48.1096657,11.603541,Bernhard-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30",,,,,,,,,,,,Pharmacy
7216,48.1198524,11.5408373,Best Döner Kebab - Am Harras,limited,,Fast Food,08:00-23:00,,,,"Turkish,Kebab",,,,,,,,Fast Food
7715,48.1377844,11.534754,Best Döner Westend,limited,,Fast Food,Mo-Su 08:00-23:00,,,,Kebab,,,,,,,,Fast Food
