,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine
8809,48.1384542,11.5722656,Augustiner Klosterwirt,Fully Wheelchair Accessible,,Restaurant,Mo-Su 09:30-24:00,,,https://augustiner-klosterwirt.de/,Regional
13306,48.138091,11.5741147,Augustiner Stehausschank,Partially Wheelchair Accessible,Kein Rollstuhl-WC vorhanden. Kein Lift vorhanden.,Pub,"Mo-Sa 10:00-01:00, Su,PH 10:00-23:00",,,https://www.bratwurst-gloeckl.de/,
961,48.167831,11.5272482,Augustiner am Dante,Partially Wheelchair Accessible,,Restaurant,Mo-Su 09:00-01:00,,,,Bavarian
962,48.1382031,11.5740213,Augustiner am Dom,Partially Wheelchair Accessible,WC mit dem Rollstuhl nicht zugänglich. Lift zu den Toiletten und Gasträumen im Obergeschoss vorhanden.,Restaurant,Mo-Su 10:00-24:00,,,https://www.augustineramdom.de,Regional
767,48.1169152,11.6567215,Augustinus-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-13:00,14:00-18:30, Sa 08:00-12:00",,,,
10025,48.0955288,11.5243995,Aumüller Brotfabrik,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 06:30-19:00, Sa 06:30-18:00, PH,Su 07:30-18:00",,,https://www.max-aumueller.de/,
2004,48.1428063,11.4642102,Aurora,Partially Wheelchair Accessible,,Restaurant,Mo-Su 11:00-23:00,,,https://www.ristoranteaurora.de/,Italian
10604,48.1379753,11.5781484,Ausstellung Münchner Kaiserburg,Fully Wheelchair Accessible,,,Mo-Sa 10:00-18:00,Museum,,https://www.museen-in-bayern.de/der-infopoint/muenchnerkaiserburg.html,
5021,48.1827884,11.5996874,Ausstellungshalle DomagkAteliers,Partially Wheelchair Accessible,,,"""Künstlersonntag jeden 3. Sonntag im Monat von 15-18 Uhr""",Museum,,,
8925,48.1366646,11.502681,Authentic Döner Kebab,Fully Wheelchair Accessible,,Restaurant,,,,,Turkish
3488,48.2134623,11.5397546,Avanti,Fully Wheelchair Accessible,,Fast Food,,,,,Pizza
3540,48.1111743,11.5337697,Avanti Pizza,Fully Wheelchair Accessible,über feste Rampen zu erreichen,Fast Food,Mo-Su 11:00-22:45,,,,Pizza
4434,48.1400133,11.53105,Avesta,Partially Wheelchair Accessible,,Fast Food,,,,,Kebab
6770,48.1524828,11.5315049,Ayinger am Rotkreuzplatz,Partially Wheelchair Accessible,,Restaurant,Tu-Su 11:30-23:00,,,https://ayinger-am-rotkreuzplatz.de,Bavarian
3305,48.1262168,11.5849705,Ayinger in der Au,Partially Wheelchair Accessible,Biergarten ist Rollstuhlgerecht,Restaurant,"Mo,Tu off, We,Th 17:00-23:00, Sa,Su,PH 10:30-23:00",,,https://www.ayinger-in-der-au.de/,Bavarian
3819,48.1283211,11.538597,Ayurveda,Fully Wheelchair Accessible,Eine Stufe aber mit Rampe am Eingang,Restaurant,"Mo-Fr,Su 11:30-14:30, Mo-Su 17:30-23:00",,,,Indian
2037,48.137119,11.6488082,Azimut Hotel München City Ost,Fully Wheelchair Accessible,,,,Hotel,,https://azimuthotels.de/de/munich/azimut-hotel-munich,
2362,48.0888099,11.6681833,Azko's Restaurant,Partially Wheelchair Accessible,,Restaurant,"Tu-Fr 17:00-00:00, Sa-Su 09:00-00:00",,,,Mediterranean
8092,48.1391623,11.5785425,Azuki,Fully Wheelchair Accessible,,Restaurant,,,,,Asian
10696,48.1332132,11.5246831,B&B Hotel München City-West,Fully Wheelchair Accessible,,,,Hotel,,,
657,48.1871379,11.6063923,B&B-Hotel München Nord,Fully Wheelchair Accessible,,,,Hotel,,,
7478,48.118172,11.5376507,BA-Geschäftsstelle Süd,Fully Wheelchair Accessible,,Townhall,,,,https://stadt.muenchen.de/infos/bezirksausschuss6_sendling.html,
10112,48.1363496,11.578707,BAR ELF,Partially Wheelchair Accessible,,Cafe,"Mo-Sa 08:00-20:00, Su off",,,,
6601,48.1150894,11.5876185,BIAZZA eat & greek restaurant bar,Fully Wheelchair Accessible,,Restaurant,,,,https://www.biazza-giesing.de,"Greek,Italian"
1474,48.1558613,11.5843896,BLOCK HOUSE,Fully Wheelchair Accessible,"Innenbereich gut erreichbar ( keine Schwelle/Stufe) und befahrbar, Außenbereich Tische kaum im Rolli anfahrbar - Personal hilft.- Kein Rolli-WC",Restaurant,"Mo-Sa 11:30-24:00, Su 11:30-23:00",,,https://www.block-house.de/,Steak_House
3755,48.1895929,11.5699249,BMW ITZ Parkhaus,Fully Wheelchair Accessible,,Parking,,,,,
9098,48.1906099,11.5672825,BMW Mini Kantine,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 08:00-10:00,11:30-13:30",,,,
13406,48.1781796,11.5558018,BMW Welt,Fully Wheelchair Accessible,,Fast Food,,,,,
6005,48.0992206,11.6538288,BO12,Fully Wheelchair Accessible,,Bar,,,,,
8596,48.1499534,11.4578016,BOB's im alten Pumpenwerk,Fully Wheelchair Accessible,"westlich und östlich Rampen, Eingangstüren ohne Schwelle, Toilette im Erdgeschoss",Restaurant,"Mo-We 11:30-23:00, Th-Sa 11:30-24:00, Su 11:30-23:00",,,https://mein-bobs.de/standorte/pasing-pumpenwerk/,
7740,48.1426994,11.5536137,BR-Café,Fully Wheelchair Accessible,,Restaurant,Mo-Fr 08:30-17:00,,,,"Snack,Bread"
10330,48.0821934,11.5032029,BRK Kleiderkammer,Fully Wheelchair Accessible,,Social_Facility,Sa 10:30-13:30,,,https://www.brk-muenchen.de/spenden/sachspenden/kleiderkammern/,
9336,48.1632844,11.5844438,BURGER HOUSE,Partially Wheelchair Accessible,,Restaurant,"Su 13:00-21:00, Mo-We 17:00-22:30, Mo-Fr 11:30-15:30, Tu 17:30-22:30, Fr 17:00-23:00, Sa 12:00-23:00",,,https://theburgerhouse.com,Burger
1476,48.1579472,11.5851421,Bachmaier Hofbräu,Partially Wheelchair Accessible,"Alle Eingänge mit Schwellen ( mind. 10cm ) oder hohen Stufen, kein Rolli-WC-Hinweis: Tische im Straßenbereich (große Markise) sind zugänglich",Restaurant,"Su 10:00-01:00, Mo-Tu 11:00-01:00, Fr 11:00-03:00, Sa 10:00-03:00",,,,Bavarian
8989,48.1385536,11.4453001,Backhaus & Café,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 06:00-18:00, Sa 06:00-15:00, Su,PH 08:00-12:00",,,,
4298,48.1294826,11.5682066,Backshop Café Steger,Partially Wheelchair Accessible,,Cafe,,,,,
9736,48.1332516,11.5340835,Backshop Weiß-Blau,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 06:00-19:00, Sa 06:00-16:00",,,,
2550,48.1518965,11.5740183,Bagels und Muffins,Fully Wheelchair Accessible,,Cafe,We-Mo 11:00-22:00,,,,
1775,48.1544863,11.6288562,Bagnera,Partially Wheelchair Accessible,,Restaurant,,,,,Italian
228,48.1487302,11.4602226,Bahnhofapotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-20:00, Sa 08:30-20:00",,,,
11828,48.1224146,11.5547917,Bahnwärter Thiel,Partially Wheelchair Accessible,,Arts_Centre,,,,https://www.bahnwaerterthiel.de/,
11123,48.1172806,11.6023361,BalanDeli,Fully Wheelchair Accessible,,Restaurant,Mo-Fr 08:00-16:00,,,https://www.balan-deli.com/,International
2342,48.1237353,11.5668785,Balde-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:30-13:00",,,https://www.balde-apotheke.de,
1979,48.1121385,11.5759352,Balkanwald,Partially Wheelchair Accessible,"Schwelle (7cm) am Eingang, Toiletten im Keller (ohne Aufzug)",Fast Food,"Mo 12:00-21:30, We-Su 12:00-21:30",,,https://www.wienerwald-muenchen-tegernseer-landstr.de/,"Chicken,Burger"
3847,48.1484416,11.5745844,Ballabeni Icecream,Partially Wheelchair Accessible,,Ice_Cream,"Mo off, Tu-Su 11:30-21:00",,,https://www.ballabeni.de/stammhaus.php,
10738,48.1456348,11.5583328,Ballabeni Icecream Werkstatt,Fully Wheelchair Accessible,,Ice_Cream,"Mo-Fr 11:30-21:00, Sa,Su,PH 12:00-21:00",,,,
1420,48.1487947,11.5593636,Bambushain,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-22:00, Sa-Su 12:00-22:00",,,,Vietnamese
9673,48.1297016,11.5678421,Bami House,Fully Wheelchair Accessible,,Restaurant,,,,https://bamihouse.simplywebshop.de/storedata/listStore,Vietnamese
11720,48.1499693,11.5773663,Bami House 1976,Partially Wheelchair Accessible,kleine Stufe am Eingang,Restaurant,Mo-Su 11:00-21:00,,,,Vietnamese
2231,48.1389944,11.5663858,Bank für Sozialwirtschaft,Fully Wheelchair Accessible,,Atm,,,,,
5305,48.1306166,11.5904112,Bankautomat,Fully Wheelchair Accessible,,Atm,,,,,
5586,48.1425623,11.6045323,Bankhaus August Lenz & Co.,Partially Wheelchair Accessible,,Bank,,,,,
12263,48.1498182,11.5758194,Baoz! Bar,Fully Wheelchair Accessible,,Fast Food,,,,,Asian
12199,48.15904,11.5856474,Bapas - Bayrische Tapas,Fully Wheelchair Accessible,,Restaurant,"Mo-Th 09:00-24:00, Fr-Sa 09:00-24:00, Su 09:00-24:00",,,https://bapas-muenchen.de/,"Bavarian,Tapas"
2682,48.1363297,11.5742114,Bar Alpina im Schuster,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 08:00-22:00, Sa 09:00-22:00, Su,PH off",,,http://www.alpinabar.de,
3158,48.141079,11.5763307,Bar Comercial,Partially Wheelchair Accessible,,Restaurant,"Mo 09:00-24:00, Tu-Sa 00:00-01:00,09:00-24:00, Su 00:00-01:00,12:00-24:00",,,https://barcomercial.de/,Italian
5505,48.1543008,11.5825566,Bar Giornale,Partially Wheelchair Accessible,"Innen- und Außenbereich ( Terrasse ) barrierefrei, lediglich kein Rolli-WC.- Tische innen im Rest. eng gestellt.- Google Street hier nicht mehr aktuell",Bar,"Mo-Th 08:00-01:00, Fr,Sa 08:00-02:00, Su 09:00-24:00",,,https://www.bar-giornale.com/,"Coffee_Shop,Italian"
4490,48.1276113,11.5973833,Bar Italia,Partially Wheelchair Accessible,,Restaurant,,,,,Pizza
4670,48.1270662,11.6018037,Bar Lounge 360,Partially Wheelchair Accessible,,Pub,"Su-Th 10:00-03:00, Sa-Su 10:00-05:00",,,,
11418,48.1354443,11.5819285,Bar Milano-Torino,Fully Wheelchair Accessible,,Restaurant,,,,,
12328,48.1469626,11.5786934,Bar Mural,Fully Wheelchair Accessible,,Bar,"Tu-Sa 18:00-01:00, Mo,Su,PH off",,,,
2221,48.1394903,11.5726579,Bar Tabacco,Partially Wheelchair Accessible,,Cafe,Mo-Sa 17:00-03:00,,,,
5646,48.1520502,11.5794503,Bar Tapas,Partially Wheelchair Accessible,Treppe. Straßenbereich erreichbar,Restaurant,"Mo-Su 17:00+, Su-Th 17:00-23:00 ""Küche"", Fr-Sa 17:00-24:00 ""Küche""",,,https://www.bar-tapas.com/,Spanish
505,48.1265126,11.5954148,Bar Tapas Teatro,Fully Wheelchair Accessible,,Pub,Mo-Sa 17:00-01:00,,,https://www.teatro-bar-tapas.de/,Tapas
2017,48.1576911,11.5626086,Barbara Apotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:45-18:30, Sa 08:45-14:00",,,,
9976,48.1487624,11.5737186,Barbara Gross Galerie,Fully Wheelchair Accessible,,,"Tu-Fr 11:00-18:30, Sa 11:00-16:00",Gallery,,http://www.barbaragross.de,
12302,48.1394309,11.6187319,Barbarossa-Apotheke,Fully Wheelchair Accessible,,Pharmacy,,,,,
2158,48.1526611,11.5741512,Barer 61,Fully Wheelchair Accessible,"ebenerdiger Eingang, Stufen zum WC, kein Rollstuhl-WC",Cafe,"Mo-Fr 07:00-19:00, Sa-Su 08:00-19:00",,,https://barer61.de/home/barer61/,
2208,48.1522707,11.5742215,Barer Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 09:00-14:00",,,,
11882,48.1485493,11.5619682,Baresta,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 08:30-19:00, Sa 09:30-16:00",,,,Coffee_Shop
6418,48.0768323,11.5259827,Barocco,Fully Wheelchair Accessible,,Bar,Tu-Sa 18:00-01:00,,,http://barocco-munich.de/,
2439,48.1607861,11.5829938,Bartu Bio-Eis & Bio-Pizza,Fully Wheelchair Accessible,hohe Stufe.- Hinweis: Aussenbereich erreichbar,Restaurant,"Mo-Tu 11:00-20:00, We-Su 11:00-21:00, PH off, Apr-Sep Mo 11:00-18:00, Tu-Su 11:00-22:00",,,,"Pizza,Ice_Cream"
2563,48.1632953,11.5645366,Basic,Partially Wheelchair Accessible,,Restaurant,,,,,
10307,48.0976819,11.5814913,Bauernmarkt Harlaching,Fully Wheelchair Accessible,,Marketplace,We 14:00-18:00,,,,
2197,48.2096458,11.5678863,Baum-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-20:00, Sa 08:00-16:00, PH off",,,https://www.baum-apotheke.de/,
7098,48.1639133,11.5020503,"Baumfarne,Karnivoren",Fully Wheelchair Accessible,,,,Attraction,,,
66,48.1306873,11.5459393,Bavaria,Fully Wheelchair Accessible,wheelchair acces from the side ramp,,"Apr 01-Oct 15: Mo-Su,PH 09:00-18:00, 09:00-20:00 ""während Oktoberfest""",Viewpoint,,https://www.schloesser.bayern.de/deutsch/schloss/objekte/mu_ruhm.htm,
8275,48.1644913,11.4767022,Bavaria Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-14:00",,,https://www.bavariaapo-muenchen.de/,
9726,48.1391853,11.5626656,Bayer's,Fully Wheelchair Accessible,,,,Hotel,,,
1195,48.1433855,11.5911498,Bayerisches Nationalmuseum,Partially Wheelchair Accessible,,,"Tu-Su 10:00-17:00, Th 10:00-20:00",Museum,,https://www.bayerisches-nationalmuseum.de/,
13353,48.135904,11.5787721,Bayern Döner,Fully Wheelchair Accessible,,Fast Food,,,,,Kebab
6466,48.1701959,11.6045975,BayernLB Sportarena,Fully Wheelchair Accessible,,Restaurant,,,,https://www.bayernlb-sportarena.de/speisen/,
6552,48.1642125,11.5741924,Beef Crew,Partially Wheelchair Accessible,,Fast Food,"Su-Fr 11:00-23:00, Sa 17:00-23:00",,,https://www.beef-crew.de/,
7456,48.1788731,11.5644568,Begegnungsladen Siloah,Fully Wheelchair Accessible,Eingang ebenerdig - absolut barrierefrei - auch WC,Social_Facility,,,,https://www.siloah-muenchen.de/de/willkommen-bei-siloah/,
4782,48.1782551,11.5855478,Behinderten-Parkplatz Commerzbank,Fully Wheelchair Accessible,,Parking,,,,,
5809,48.14512,11.545481,Behindertenparkplätze für Kunden des Finanzamtes,Fully Wheelchair Accessible,,Parking,,,,,
2527,48.1184703,11.5403048,Behring-Apotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 09:00-14:00",,,https://www.behring-apo.com,
10227,48.2079003,11.5516866,Bei Claus,Partially Wheelchair Accessible,,Pub,,,,,
740,48.1670967,11.5705401,Bei Ling,Partially Wheelchair Accessible,Toilette im Keller :-(,Restaurant,"Tu-Su 11:30-15:00,17:30-23:00",,,,Chinese
276,48.1494452,11.5618404,Bei Otto,Partially Wheelchair Accessible,,Pub,Mo-Fr 18:00-02:00,,,,
10097,48.1367419,11.553375,Bei Taki,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 08:00-22:00, Sa 10:00-22:00",,,,Kebab
7640,48.1185099,11.5454079,Beirut Beirut,Partially Wheelchair Accessible,,Fast Food,Mo-Sa 11:30-20:00,,,https://www.beirutbeirut.de/,Lebanese
12222,48.1191352,11.5485526,Bel Gelato,Fully Wheelchair Accessible,,Ice_Cream,"Oct-Mar Sa-Th 11:00-18:00, Apr-Sep Mo-Su 10:00-22:00",,,,
5129,48.1297772,11.6033076,Belfort 7,Partially Wheelchair Accessible,,Pub,,,,,
184,48.1813887,11.511636,Bella Italia,Fully Wheelchair Accessible,,Restaurant,Mo-Su 11:30-23:30,,,,Italian
3029,48.090864,11.5572301,Bella Roma,Partially Wheelchair Accessible,Kein Rollstuhl-WC vorhanden.,Restaurant,Mo-Su 11:30-23:30,,,http://www.ristorante-bella-roma.de/,Italian
2080,48.1301257,11.6195816,Bella Rosa,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-15:00,17:00-23:00, Sa 15:00-23:00, Su 11:00-23:00",,,https://bella-rosa-muenchen.de/,Italian
6595,48.1067027,11.5457579,Bella Vista,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 07:00-24:00, Sa,Su,PH 08:00-24:00",,,,Italian
11858,48.1607245,11.5637581,Bellevue München,Fully Wheelchair Accessible,,Cafe,Mo-Su 07:30-01:00,,,https://bellevue-muenchen.de/,Regional
11571,48.1331254,11.5742856,Bellevue di Monaco,Partially Wheelchair Accessible,,Cafe,"Tu 11:00-17:00,We 11:00-18:00,Th-Sa 11:00-22:00",,,https://bellevuedimonaco.de/cafe/,International
3708,48.1387959,11.5639236,Bellisimo,Partially Wheelchair Accessible,,Cafe,,,,,
3381,48.1979804,11.5350947,Bello Pizza & Döner,Fully Wheelchair Accessible,,Fast Food,Mo-Sa 10:00-22:00,,,,Kebab
2290,48.1835052,11.5370939,Belmondo,Fully Wheelchair Accessible,,Restaurant,Mo-Sa 11:30-23:00,,,https://www.ristorante-belmondo.de/,Italian
5609,48.1718198,11.5855848,Bena Cafe,Fully Wheelchair Accessible,,Cafe,,,,,
8241,48.1380875,11.5860114,Benjamin Thompson,Fully Wheelchair Accessible,,,,Artwork,,,
7822,48.1530212,11.5260818,Benno Apotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Th 08:30-18:30, Sa 08:30-12:30",,,,
7349,48.173573,11.5652194,Bento Nguyen,Fully Wheelchair Accessible,,Fast Food,"Mo-Fr 11:00-14:30,17:00-22:00, Sa closed, Su 12:00-22:00",,,https://www.bentonguyen.de/,"Asian,Sushi,Vietnamese"
4145,48.1444865,11.5600773,Bento Ya,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-22:00, PH,Sa,Su 17:00-22:00",,,http://www.bentoya-muenchen.de/,Japanese
4683,48.1168936,11.5811365,Bep Ho,Partially Wheelchair Accessible,,Fast Food,11:30-20:00,,,,Vietnamese
4454,48.1372987,11.5990541,Bephata,Fully Wheelchair Accessible,,Place_Of_Worship,,,,,
7463,48.0999788,11.5279575,Bereitschaftspraxis München Süd,Fully Wheelchair Accessible,,Doctors,"PH,Sa,Su 09:00-21:00, We,Fr 16:00-21:00",,,https://bereitschaftspraxis-muenchen.de/,
9829,48.1384072,11.5830355,Berenberg,Fully Wheelchair Accessible,,Bank,,,no,,
848,48.1415699,11.5850702,Berg Johann Brotzeiten,Partially Wheelchair Accessible,,Fast Food,Mo-Fr 07:30-17:00,,,,
1389,48.1301976,11.5734158,Bergwolf,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 12:00-15:00, Mo-Th 18:00-02:00, Sa 12:00-04:00, Su,PH 17:00-22:00",,,,German
385,48.1096657,11.603541,Bernhard-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30",,,,
7216,48.1198524,11.5408373,Best Döner Kebab - Am Harras,Partially Wheelchair Accessible,,Fast Food,08:00-23:00,,,,"Turkish,Kebab"
7715,48.1377844,11.534754,Best Döner Westend,Partially Wheelchair Accessible,,Fast Food,Mo-Su 08:00-23:00,,,,Kebab
12368,48.1096051,11.5755976,Beste Döner,Partially Wheelchair Accessible,,Fast Food,"Mo-Sa 09:00-22:00, Su,PH 10:00-22:00",,,,Turkish
6014,48.1563948,11.5621629,Bet 3000,Partially Wheelchair Accessible,,Pub,,,,,
12292,48.1368481,11.5753783,Beyond by Geisel,Fully Wheelchair Accessible,,,,Hotel,,,
8044,48.1433603,11.5860134,Bezirk Oberbayern,Fully Wheelchair Accessible,"Rollstuhlgerechter Eingang und Parkplätze für Menschen mit Behinderung sind über die Zufahrt in der Seitzstrasse zu erreichen. Öffentliche Toilette für Menschen mit Behinderung im Erdgeschoss, weitere behindertengerechte Toiletten auf allen Stockwerken.",Social_Facility,,,,https://www.bezirk-oberbayern.de/,
5380,48.1359051,11.606854,Bi Béo,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 11:30-14:30, 18:00-23:30",,,https://www.bi-beo.de/,Vietnamese
5869,48.1406416,11.5806455,Bibliothek Augusto Roa Bastos,Partially Wheelchair Accessible,,Library,,,,,
2603,48.1537985,11.5525138,Bibliothek der Hochschule München,Fully Wheelchair Accessible,,Library,"""I'm den Semesterferien abweichende Zeiten. Kernzeit dann 09-22.""",,,https://www.bib.hm.edu/diebibliothek/zentralbibliothek/uebersichtzentralbibliothek/index.de.html,
7702,48.130368,11.5839868,Bibliothek des Deutschen Museums,Partially Wheelchair Accessible,,Library,Mo-Su 09:00-17:00,,,,
12284,48.171459,11.5865613,Bicicletta,Fully Wheelchair Accessible,,Cafe,Tu-Su 08:00-18:00,,,https://www.hyatt.com/de-DE/hotel/germany/andaz-munich-schwabinger-tor/mucaz/dining,
870,48.1406104,11.5889163,Bienen Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 09:00-15:00",,,https://www.bienenapotheke.de/,
1500,48.120978,11.5480336,Bienen-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-14:00",,,,
13252,48.1215255,11.5977326,Bienen-Apotheke Balanstraße,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 09:00-13:00, PH closed",,,,
6880,48.1492574,11.4600208,Bienenapotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 09:00-14:00, PH off",,,,
4338,48.1332548,11.5005158,Bierbauch,Partially Wheelchair Accessible,,Pub,Mo-Sa 11:00-22:00+,,,,
7418,48.1764106,11.4612982,Biergarten Inselmühle,Partially Wheelchair Accessible,Leider sehr kiesig und schwer befahrbar. Schade das es nicht wenigstens einen berollbaren Eingang gibt und zumindest eine kleinere gepflasterte Fläche mit Tischen. Kein WC,Biergarten,,,,https://insel-muehle.de/,
11951,48.118495,11.6332612,Biergarten Kleines Brauhaus Dicker Mann,Partially Wheelchair Accessible,,Biergarten,"Mo-Sa 11:00-24:00, Su,PH 10:30-23:00",,,https://kleines-brauhaus-dickermann.de,"German,Regional"
1889,48.1352755,11.5764257,Biergarten am Viktualienmarkt,Partially Wheelchair Accessible,,Biergarten,"Mo-Sa 09:00-22:00, ""bei Schönem Wetter auch Sonntags""",,,https://www.viktualienmarkt-muenchen.de/biergarten/,
12680,48.2159152,11.5602996,Bildungs Lokal,Fully Wheelchair Accessible,,Social_Facility,,,,,
6695,48.1332915,11.5760063,Bindaas,Fully Wheelchair Accessible,,Restaurant,"Mo–Fr 11:30–14:30, 17:30–23:00, Sa 12:00–23:00, Su 17:30–23:00",,,,Indian
5836,48.140516,11.5625139,BirdBar,Partially Wheelchair Accessible,,Nightclub,,,,,
7476,48.0826189,11.5032066,Bistro 118,Fully Wheelchair Accessible,,Pub,,,,,
1363,48.1509697,11.620318,Bistro FÖHN,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-22:30, PH,Sa 17:30-22:30, Su off",,,,Italian
7107,48.1171666,11.5818679,Bistro Isot,Fully Wheelchair Accessible,,Fast Food,"Mo-Fr 08:00-22:00, Sa 08:00-21:00, PH closed",,,,Kebab
2014,48.1786776,11.5645201,Bistro Playhouse Treff,Partially Wheelchair Accessible,,Pub,"Mo-Sa 09:00-03:00, PH,Su 11:00-03:00",,,,
5410,48.1512011,11.6096496,Bistro+Cafe ÖQ,Fully Wheelchair Accessible,,Cafe,Mo-Fr 11:30-15:00,,,,Organic
11491,48.1392312,11.5745342,Blatt Salat,Fully Wheelchair Accessible,,Restaurant,,,,,
3328,48.1389953,11.5745913,Blattsalate,Partially Wheelchair Accessible,,Restaurant,Mo-Sa 11:00-19:00,,,,
11406,48.1313416,11.5859253,Blitz,Fully Wheelchair Accessible,,Restaurant,"Tu-Sa 11:00-15:00, 18:00-01:00",,,https://www.blitz.restaurant,Mexican
7546,48.1300796,11.6199578,Blizzeria,Fully Wheelchair Accessible,Take Away Pizza,Fast Food,"PH,Mo-Su 11:00-24:00",,,,
7540,48.1304153,11.6180473,Blue Ingwer,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-14:00, 17:00-21:45, Sa-Su,PH 17:00-21:45",,,http://www.blue-ingwer.de/,"Japanese,Sushi"
2339,48.1326157,11.5667474,Blumenapotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 09:00-16:00",,,,
9454,48.1039136,11.5696023,Bohemia,Partially Wheelchair Accessible,,Restaurant,"Tu-Sa 13:00-22:00, Su 12:00-22:00",,,,
2676,48.1378961,11.5747557,Bohne & Malz,Partially Wheelchair Accessible,,Cafe,,,,,
11654,48.1014959,11.6446793,Bok & Cocos,Fully Wheelchair Accessible,,Fast Food,Mo-Sa 09:30-20:00,,,,"Asian,Japanese,Chinese"
710,48.1224784,11.6132433,Bombay Palace,Partially Wheelchair Accessible,,Restaurant,"Su-Fr 11:30-14:30,17:30-22:00, Sa 17:30-22:00",,,,Indian
1352,48.1912977,11.6207222,Bon-Sai,Fully Wheelchair Accessible,,Restaurant,"Mo-Su 11:30-15:00,17:30-23:30",,,,Chinese
13029,48.1811079,11.5129713,BonApartHotel,Fully Wheelchair Accessible,,,,Hotel,,https://www.bonaparthotel.de/,
1734,48.125919,11.5668672,Bordsteinplakette,Fully Wheelchair Accessible,,,,Artwork,,,
11945,48.1620316,11.5681884,Bottega del Gelato,Partially Wheelchair Accessible,,Ice_Cream,Tu-Su 11:00-20:00,,,,
